,cnnaff,Smiles
0,6.03207,[H]Oc1c([H])c(O[H])c([H])c(-c2c(S[H])c(-c3c([H])c([H])c([H])c(N([H])Oc4c([H])c([H])c(F)c([H])c4[H])c3[H])c(N=C=S)n([H])c2=O)c1[H]
