id,cnnaff,Smiles
15434,-4.58058,[H]c1c([H])c(C([H])([H])C(F)(F)F)c(F)c(-n2c([H])c([H])c([H])c(C3([H])C([H])([H])C3([H])[H])c2=O)c1F
15435,-4.58029,[H]c1c(SN([H])[C@]2([H])C([H])([H])C([H])([H])C([H])([H])[C@]2([H])C([H])([H])N([H])C([H])([H])C([H])([H])[H])c([H])c(=O)n([H])c1N=C=S
15436,-4.57893,[H]O[C@]([H])(n1c([H])c([H])c([H])c([C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[C@]2([H])C([H])([H])[C@]2([H])OC([H])([H])C([H])([H])C([H])([H])[H])c1=O)C([H])([H])[H]
15437,-4.57827,[H]OC([H])([H])C([H])([H])n1c([H])c([H])c(SC([H])([H])c2c([H])c([H])c([H])c(Cl)c2[H])c([H])c1=O
15438,-4.57811,[H]Sc1c(N([H])C(=O)c2c([H])c([H])c(OC([H])([H])[H])c([H])c2[H])c([H])n([H])c(=O)c1[H]
15439,-4.57774,[H]c1c(N2C([H])([H])C([H])([H])O[C@@]([H])([C@]([H])(C(=O)N([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])N(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])[H])C2([H])[H])c([H])c(=O)n([H])c1[H]
15440,-4.57558,[H]ON([H])C(=O)C([H])=C(c1c([H])c([H])c(=O)n([H])c1[H])N1C([H])([H])[C@]([H])(N(C([H])([H])[H])C([H])([H])[H])N(C([H])([H])[H])[C@@]([H])(O[H])C1([H])[H]
15441,-4.57548,[H]c1nc([H])c([H])c(-c2c(C([H])([H])N([H])C([H])([H])[H])c([H])n([H])c(=O)c2-c2c([H])c([H])nn2C([H])([H])[H])c1[H]
15442,-4.57342,[H]c1c([H])c([H])c(N([H])C(=O)c2c(C([H])(F)F)c(C([H])([H])N([H])C([H])([H])[H])c([H])n([H])c2=O)c([H])c1[H]
15443,-4.57199,[H]OC([H])([H])C(N(C(=O)C([H])([H])[H])C([H])([H])C([H])([H])C(=O)Oc1oc([H])c([H])c1-n1c([H])c([H])c([H])c([H])c1=O)(C([H])([H])[H])C([H])([H])[H]
15444,-4.57095,[H]ON([H])C(=O)C([H])=C(c1c([H])c([H])c(=O)n([H])c1[H])N1C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])C1([H])[H]
15445,-4.57064,[H]c1oc([H])c(-n2c([H])c([H])c(O[C@]([H])(OC([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])[H])C([H])([H])N3C([H])([H])C([H])([H])O[C@]([H])(C([H])([H])Oc4c([H])c([H])c([H])c([H])c4[H])C3([H])[H])c([H])c2=O)c1[H]
15446,-4.56986,[H]c1c([H])c([H])n([H])c(=O)c1[C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[C@@]1([H])C([H])([H])[C@]1([H])C([H])([H])N([H])C([H])([H])C([H])([H])N1C([H])([H])C([H])([H])C1([H])[H]
15447,-4.56868,[H]O[C@]1([H])C([H])([H])C([H])([H])[C@]([H])(N([H])c2c([H])c([C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H])c(=O)n([H])c2[H])C1([H])[H]
15448,-4.56867,[H]c1c(Br)c([H])n([H])c(=O)c1C(=O)N([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C(=O)N1C([H])([H])C([H])([H])OC([H])([H])C1([H])[H]
15449,-4.56754,[H]OC([H])([H])c1c([H])c([H])c([H])c(-c2c([H])c([H])n([H])c(=O)c2C(=O)N([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])c2oc([H])nc2[H])c1[H]
15450,-4.5672,[H]c1c(C(=O)N([H])C([H])([H])C([H])([H])C(=O)N2C([H])([H])C([H])([H])C([H])([H])[C@@]([H])(N([H])[H])C2([H])[H])c([H])n([H])c(=O)c1[H]
15451,-4.56654,[H]ON(C(=O)C([H])=C([H])c1c([H])c([H])c(=O)n([H])c1[H])C([H])([H])N([H])[C@@]1([H])C([H])([H])[C@@]1([H])c1c([H])c([H])c([H])c([H])c1[H]
15452,-4.56575,[H]c1c([H])c([H])c(-n2c([H])c([H])c([H])c([H])c2=O)c(OC([H])([H])[C@]2([H])C([H])([H])C([H])([H])N([H])C([H])([H])[C@]2([H])C([H])(F)F)c1[H]
15453,-4.56404,[H]c1c(Br)c(C(=O)N([H])C([H])([H])[H])c(C(=O)N([H])[C@@]([H])(C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[C@@]([H])(N2C([H])([H])C([H])([H])N(C(=O)C([H])([H])[H])C([H])([H])C2([H])[H])C([H])([H])[H])c(=O)n1[H]
15454,-4.56019,[H]OC(=O)[C@]1([H])C([H])([H])C([H])([H])[C@]([H])(N([H])Sc2c([H])c(N=C=S)n([H])c(=O)c2[H])C1([H])[H]
15455,-4.55752,[H]c1nc([H])n(-c2c([H])c(C(=O)N([H])C([H])([H])C([H])([H])[H])c([H])n([H])c2=O)c1[H]
15456,-4.55724,[H]Sc1c(N2C(=O)C([H])=C([H])C2=O)c([H])n([H])c(=O)c1[H]
15457,-4.55715,[H]Sc1c([H])c([H])n([H])c(=O)c1-c1c([H])c([H])c([H])c(C([H])([H])N([H])[H])c1[H]
15458,-4.5564,[H]c1c([H])c([H])n([H])c(=O)c1C(=O)N([H])C([H])([H])[C@@]([H])(SC([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])c1nc([H])n([H])c1[H]
15459,-4.55523,[H]c1c([H])c([H])c(C([H])([H])C(=O)N([H])c2c([H])c([H])c(=O)n([H])c2[H])c([H])c1[H]
15460,-4.5543,[H]c1c([H])c([H])n(C([H])(C([H])([H])[H])C([H])([H])[H])c(=O)c1[C@@]([H])(C([H])([H])[H])[C@@]([H])(C([H])([H])[H])C([H])([H])C(F)(F)F
15461,-4.55382,[H]Oc1c([H])c([H])c(Oc2c([H])c(N3C([H])([H])C([H])([H])OC([H])([H])[C@]3([H])Cl)c(S(=O)(=O)C([H])([H])[H])c(=O)n2[H])c([H])c1[H]
15462,-4.55126,[H]c1c([H])c([H])n([H])c(=O)c1[C@@]([H])(C([H])([H])[H])[C@@]([H])(C([H])([H])C([H])([H])OC([H])([H])C([H])([H])[H])[C@@]1([H])C([H])([H])N([H])C([H])([H])C1([H])[H]
15463,-4.55042,[H]c1c([H])c([H])n(C(=O)N([H])[C@@]2([H])C([H])([H])C([H])([H])C([H])([H])[C@]2([H])C(=O)C([H])([H])[H])c(=O)c1[H]
15464,-4.54818,[H]OC(=O)c1c(C([H])(c2c(C([H])([H])N([H])C([H])([H])[H])c([H])c([H])c(=O)n2[H])N([H])C2([H])C([H])([H])C2([H])[H])c(C([H])([H])[H])nn1[H]
15465,-4.54804,[H]c1c(SC2([H])C([H])([H])C([H])([H])OC([H])([H])C2([H])[H])c([H])c(=O)n([H])c1N=C=S
15466,-4.54605,[H]c1c(Br)c([H])n([H])c(=O)c1C(=O)N([H])C([H])([H])C([H])([H])[C@@]([H])(OC([H])([H])[C@@]1([H])OC([H])([H])C([H])([H])C1([H])[H])C([H])([H])[H]
15467,-4.54495,[H]OC(=O)[C@]([H])(c1c(C([H])(F)F)c(C([H])([H])N([H])C([H])([H])[H])c([H])n([C@@]2([H])OC([H])([H])C([H])([H])C2([H])[H])c1=O)C([H])([H])[H]
15468,-4.54336,[H]c1c(SC([H])([H])N([H])C([H])([H])C([H])([H])N2C([H])([H])C([H])([H])OC([H])([H])C2([H])[H])c(C([H])([H])N([H])C([H])(C([H])([H])[H])C([H])([H])[H])c(=O)n([H])c1[H]
15469,-4.54212,[H]O[C@]([H])(C(F)(F)F)C([H])([H])OSc1c([H])c([H])n([H])c(=O)c1C(=O)N([H])N([H])[H]
15470,-4.54125,[H]O[C@]([H])(C([H])([H])[H])[C@@]([H])(c1c(C([H])([H])N2C([H])([H])C([H])([H])N(C([H])([H])C([H])([H])C(=O)N([H])[H])C([H])([H])C2([H])[H])c([H])c([H])n([H])c1=O)C([H])([H])[H]
15471,-4.54116,[H]c1c([H])c(C(=O)C([H])([H])[H])c([H])c(C([H])([H])N([H])C([H])([H])c2c(C([H])(F)F)c([H])c(=O)n([H])c2[H])c1[H]
15472,-4.54032,[H]c1nc([H])c(C([H])([H])C([H])([H])C([H])([H])C([H])([H])N([H])C(=O)c2c([H])c([H])c([H])n([H])c2=O)o1
15473,-4.54,[H]O[C@]([H])(C([H])([H])N([H])[H])[C@]([H])(OSc1c([H])c([H])n([H])c(=O)c1C(=O)N(N([H])[H])N([H])C([H])([H])C([H])([H])N([H])[H])C([H])([H])C([H])([H])N([H])C([H])([H])[H]
15474,-4.53845,[H]C#CC([H])([H])O[C@@](N=[N+]=N[H])(C(=O)N([H])N([H])[H])c1nn([H])c(C(=O)O[H])c1C([H])([H])c1c([H])c([H])c([H])c(=O)n1[H]
15475,-4.53636,[H]Sc1c([H])c([H])n(N2C([H])([H])c3c([H])c([H])c([H])c([H])c3C([H])([H])C2([H])[H])c(=O)c1[H]
15476,-4.53572,[H]O[C@]([H])(c1c([H])c([H])c([H])c([H])c1[H])n1c([H])c([H])c([H])c([C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H])c1=O
15477,-4.5341,[H]OC([H])([H])c1c([H])c([H])c([H])c(-n2c([H])c([H])c(SO[C@]([H])(C([H])([H])C([H])([H])N([H])C([H])([H])[H])[C@]([H])(O[H])C([H])([H])N([H])[H])c(C(=O)N([H])N([H])[H])c2=O)c1[H]
15478,-4.52833,[H]c1oc([H])c(-n2c([H])c([H])c(OC([H])([H])[C@@]([H])(OC(=O)C([H])([H])N([H])C([H])([H])C([H])([H])[H])N3C([H])([H])C([H])([H])OC([H])([H])C3([H])[H])c([H])c2=O)c1[H]
15479,-4.52813,[H]c1sc(C([H])([H])N([H])C([H])([H])C([H])([H])OC(=O)N([H])Sc2c([H])c([H])n([H])c(=O)c2[H])c([H])c1[H]
15480,-4.52687,[H]O[C@@]([H])(c1c([H])c(-n2c([H])c(C(=O)N([H])C([H])([H])C([H])([H])[H])c([H])c([H])c2=O)n([H])c1[H])C([H])([H])[H]
15481,-4.52045,[H]ON([H])C(=O)C(=C([H])c1c([H])c([H])c(=O)n([H])c1[H])C([H])([H])C#N
15482,-4.51806,[H]ON(C(=O)C([H])=C([H])c1c([H])c([H])c(=O)n([H])c1C([H])([H])O[H])C([H])([H])C([H])([H])C([H])([H])OOC([H])([H])C1([H])C([H])([H])C1([H])[H]
15483,-4.51149,[H]c1nc([H])c([C@]([H])(N([H])C(=O)c2c([H])c([H])c(=O)n([H])c2[H])C([H])([H])[H])c(Cl)n1
15484,-4.50738,[H]O[C@]([H])(n1c([H])c([H])c([H])c([C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[C@@]2([H])C([H])([H])[C@]2([H])OC([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])c1=O)C([H])([H])[H]
15485,-4.5056,[H]c1c([H])c([H])n([H])c(=O)c1C(=O)N([H])[C@]([H])(N1C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H])C([H])([H])C([H])([H])C([H])([H])[H]
15486,-4.5047,[H]OC([H])([H])c1c([H])c(-c2c([H])c([H])n([H])c(=O)c2C(=O)N([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])c2oc([H])nc2[H])c([H])c([H])c1C([H])([H])N([H])[H]
15487,-4.50345,[H]O[C@@]([H])(C([H])([H])C(=O)OC([H])([H])[H])[C@]([H])(OSc1c([H])c([H])n([H])c(=O)c1C(=O)N([H])N([H])[H])C([H])([H])C([H])([H])N([H])C([H])([H])[H]
15488,-4.49873,[H]ON(C(=O)C([H])=C([H])c1c([H])c([H])c(=O)n([H])c1C([H])([H])O[H])[C@]([H])(Cl)[C@@]([H])(C(=O)N([H])C1([H])C([H])([H])C1([H])[H])C([H])([H])O[H]
15489,-4.49631,[H]Sc1c([H])c([H])n([H])c(=O)c1OC([H])([H])C([H])([H])c1c([H])c([H])c([H])c([H])c1[H]
15490,-4.49589,[H]c1c(N2C([H])([H])C([H])([H])O[C@@]([H])(C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])N3C([H])([H])C([H])([H])C([H])([H])[C@@]3([H])C([H])([H])[H])C2([H])[H])c([H])c(=O)n([H])c1[H]
15491,-4.49577,[H]O[C@]([H])(C([H])([H])[H])[C@@]([H])(c1c([H])c(N([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])OC([H])([H])C([H])([H])[H])c([H])n([H])c1=O)C([H])([H])[H]
15492,-4.49001,[H]OC(=O)c1c(C([H])([H])c2c([H])c(OC([H])([H])[H])c([H])c(=O)n2[H])c(C([H])([H])[H])nn1[H]
15493,-4.48691,[H]c1c([H])c([H])c(-c2c([H])c([H])c(C([H])([H])N([H])C([H])([H])c3c(C([H])(F)F)c([H])c(=O)n([H])c3[H])c([H])c2[H])c([H])c1[H]
15494,-4.48617,[H]OC(=O)C([H])([H])O[C@]1([H])N(c2c([H])c([H])n([H])c(=O)c2[H])C([H])([H])C([H])([H])O[C@@]1([H])C([H])([H])[C@]([H])(N(C([H])([H])[H])C([H])([H])[H])C([H])([H])n1nc([H])nc1[H]
15495,-4.48611,[H]c1c([C@]([H])(OC([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])N([H])C([H])([H])Cl)c([H])n(SC(F)(F)F)c(=O)c1[H]
15496,-4.4838,[H]Sc1c([H])c(-c2nn(C([H])([H])[H])c([H])c2[H])n(N2C([H])([H])C([H])([H])c3c([H])c([H])c([H])c([H])c3[C@@]2([H])c2nnn([H])n2)c(=O)c1[H]
15497,-4.48321,[H]c1c(N2C([H])([H])C([H])([H])OC([H])([H])[C@]2([H])Cl)c([H])c(=O)n(C2([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c1[H]
15498,-4.4828,[H]c1c([H])c([H])c([C@]([H])(Sc2c([H])c([H])n([H])c(=O)c2[H])C([H])([H])[H])c([H])c1[H]
15499,-4.48255,[H]OC([H])([H])n1c([H])c([H])c(S[H])c(OC([H])([H])C([H])([H])c2c([H])c([H])c([H])c([H])c2[H])c1=O
15500,-4.48198,[H]OC(=O)C([H])([H])C([H])([H])Oc1c([H])c([H])c([H])c(-n2c(C([H])([H])O[H])c(C([H])=C([H])C(=O)N(O[H])C([H])([H])C([H])([H])C([H])([H])O[H])c([H])c([H])c2=O)c1[H]
15501,-4.48113,[H]c1c([H])c(N([H])S(=O)(=O)C([H])([H])[H])n([H])c(=O)c1C(=O)N([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H]
15502,-4.48098,[H]ON([H])C(=O)C([H])([H])c1c(S[H])c([H])c(=O)n([H])c1C([H])([H])S[H]
15503,-4.4782,[H]c1nn(C([H])([H])[H])c(-n2c([H])c([H])c(SN([H])C(=O)OC([H])([H])C([H])([H])[H])c([H])c2=O)c1[H]
15504,-4.4778,[H]c1c(S[C@@]2([H])C([H])([H])N([H])C([H])([H])C2([H])[H])c([H])c(=O)n([H])c1N=C=S
15505,-4.47735,[H]Sc1c([H])c([H])c(C([H])([H])N([H])C([H])([H])C([H])([H])OC(=O)N([H])Sc2c([H])c([H])n([H])c(=O)c2[H])c([H])c1[H]
15506,-4.47723,[H]c1c([H])c([H])n([H])c(=O)c1[C@@]([H])(C([H])([H])[H])[C@@]([H])(C([H])([H])[H])[C@@]1([H])C([H])([H])N([H])[C@]([H])(OC([H])([H])C([H])([H])[H])C1([H])[H]
15507,-4.47526,[H]OC(=O)c1c(C([H])(c2c([H])c([H])c([H])c(=O)n2[H])N([H])C2([H])C([H])([H])C2([H])[H])c(C([H])([H])[H])nn1[H]
15508,-4.47412,[H]ON(C(=O)C([H])=C([H])c1c([H])c([H])c(=O)n([H])c1C([H])([H])O[H])[C@]([H])(O[H])[C@@]([H])(C(=O)N([H])C1([H])C([H])([H])C1([H])[H])C([H])([H])O[H]
15509,-4.47394,[H]ON([H])C(=O)[C@]([H])(C(=O)c1c([H])c([H])nc([H])c1[H])C([H])([H])C([H])([H])N([H])C([H])([H])c1c([H])c([H])c(=O)n(SC(F)(F)F)c1[H]
15510,-4.47386,[H]OC([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])C([H])([H])[C@@](c1c([H])c([H])c([H])n([H])c1=O)(C([H])([H])[H])C([H])(F)F
15511,-4.47328,[H]OC(=O)[C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[C@@]([H])(c1c([H])c([H])c([H])n([C@]([H])(O[H])c2c([H])c([H])c([H])c([H])c2[H])c1=O)C([H])([H])[H]
15512,-4.47143,[H]c1c(N2C([H])([H])C([H])([H])O[C@@]([H])([C@@]3([H])C([H])([H])N([H])C([H])([H])C3([H])[H])[C@]2([H])OC([H])(F)F)c([H])c(=O)n([H])c1[H]
15513,-4.47068,[H]ON([H])C(=O)C([H])([H])C([H])([H])c1c([H])c(S[H])c(-c2c([H])c([H])c([H])c(C([H])([H])[H])c2[H])c(=O)n1[H]
15514,-4.47038,[H]OP(=O)(O[H])C(F)(F)c1c(S[H])c([H])c(=O)n([H])c1N=C=S
